Word,Frequency
Wilshire.,1
stricken,1
poverty,1
PAGES.,1
YELLOW,1
booth's,1
RINGS...,1
diary,1
213-555-6643,1
Models,1
cursive:,1
"written,",1
poem.,1
"balding,",1
MIDDLE-AGED,1
MATHEWS',1
continues,1
soon.,1
movie.,1
JAM.,1
"eyes...""",1
COUNSELOR.,1
YWCA,1
"trek,",1
QUARTERS,1
shelter.,1
"YWCA,",1
"movie...""",1
science,1
cute,1
"today,",1
proprietor,1
explaining.,1
"calls...""",1
LIGHT,1
DISTRICT,1
"SHOWS,""",1
"stained,",1
mini-skirts,1
sidewalks,1
prowling,1
TRANSVESTITES,1
muscular,1
SUNSET,1
"town...""",1
weekend,1
boyfriend.,1
slept,1
Janet,1
"SHOP.""",1
"""SEX",1
"BOOKSHOP""",1
"PROPRIETOR,",1
run-down,1
spandex,1
sliding,1
Hot,1
snack,1
lunch,1
pocket,1
PRIVACY,1
"smoke...""",1
fat.,1
"store...""",1
SHELTER,1
Mart,1
Price,1
"there.""",1
store,1
Someone,1
funeral.,1
dies,1
dogs,1
soft,1
pretzels.,1
Nachos,1
"about.""",1
wonder,1
Everyone's,1
"chance...""",1
"dream,",1
stupid,1
singer,1
mid-Hollywood.,1
identifies,1
CROSS,1
NEON,1
"old...""",1
pump.,1
cheese,1
orange,1
tight,1
pants.,1
fancy,1
drove,1
SHOT,1
HELICOPTER,1
"people.""",1
smell,1
Hospitals,1
hospital.,1
visit,1
Grandma,1
hearing,1
ahead...,1
road,1
blankly,1
"driving,",1
"smokes,",1
MOTION,1
"think.""",1
speeding,1
along...,1
s,1
Everything,1
swimming,1
beach,1
stayed,1
rains.,1
family,1
Billy,1
waitress,1
saved.,1
FREEWAY...,1
FOLLOWING,1
BACK:,1
"anymore.""",1
woke,1
dreams,1
bad.,1
myself,1
hurts,1
liked,1
community,1
SHOPS.,1
SOUVENIR,1
sidewalk,1
tribe,1
"else...""",1
scholarship,1
grades,1
muscular.,1
stomach,1
shirts,1
PARLOR.,1
Teenaged,1
MONICA,1
SANTA,1
"condom.""",1
details.,1
beg,1
pedestrians.,1
changes,1
"subject.""",1
beginning,1
futility,1
"weary,",1
priest,1
"me?""",1
sick.,1
dad,1
today,1
PRIEST...,1
"broom,",1
VOLUNTEER,1
"front,",1
trails,1
SOUP,1
"CHURCH,",1
parties,1
English,1
society.,1
tray.,1
cursive,1
half-full,1
DIARY'S,1
"Mathews.""",1
"DIARY,",1
resting,1
"Underneath,",1
tarnished,1
BASKET,1
SILVERWARE.,1
lid,1
hinged,1
mothballs.,1
QUILTS,1
BLANKETS,1
"basket,",1
handwriting.,1
OUT.,1
GOODBYE,1
NOTE.,1
hungry?,1
waistband,1
"Anne.""",1
"Love,",1
magazines.,1
someday,1
California.,1
new,1
touching,1
dad's,1
"Hollywood,",1
mom.,1
monotone),1
(emotionless,1
reads...,1
BICYCLE,1
WICKER,1
self-serve,1
"BATHROOM,",1
opera,1
soap,1
sink...,1
bottles...,1
prescription,1
examining,1
"CABINET,",1
fanning,1
grandparents...,1
"SHELVES,",1
CLOSET...,1
shoe,1
hat,1
was...,1
"methodically,",1
"BEDROOM,",1
"TELEVISION,",1
scotch,1
"KITCHEN,",1
CABINETS...,1
"wedding,",1
PHOTOGRAPHS;,1
crouched,1
"ATTIC,",1
portable,1
"handle,",1
"HALLWAY,",1
stares.,1
-Welles,1
BOOKS...,1
COOK,1
fans,1
pans...,1
pots,1
"CABINETS,",1
LATE,1
flattening,1
Gatsby,1
bundles.,1
math,1
monotone...,1
flat,1
"half-full,",1
cabin's,1
"briefcase,",1
carry-on,1
fifties,1
LONG,1
twenties,1
"$10,000,",1
"CASH,",1
briefcase,1
BRIEFCASE.,1
carpeting.,1
"blanket,",1
test,1
grades.,1
everybody,1
Kathy,1
Great,1
"heat,",1
stucco,1
smoggy,1
"""HOLLYWOOD""",1
ugly,1
landing.,1
"downwards,",1
airplane,1
"place...""",1
tooth,1
boy's,1
knocked,1
today.,1
B's.,1
TERM,1
"U-turn,",1
"glass,",1
everyday.,1
(misery,1
"wounds,",1
heals,1
Time,1
Forget,1
single,1
rings...,1
back?,1
starting,1
consider...,1
"SHOW,",1
GAME,1
numb,1
unwrapped.,1
quickly,1
photocopying,1
building),1
learned,1
truth...,1
truth?,1
"lawn,",1
"notice,",1
opening,1
gazes,1
"waistband,",1
"penlight,",1
unsteady.,1
voice,1
Finally,1
breath,1
knowing...,1
finding,1
knowing;,1
"choose,",1
choice...,1
"ocean...""",1
CONTINUE,1
"very,",1
"IDENTIFICATION,",1
"shop,",1
break.,1
Beth.,1
Cover,1
outside,1
identification),1
Thought,1
would.,1
cellular...,1
"vagina,",1
Came,1
Remember,1
approaches.,1
overalls,1
Goodnight.,1
Cinderella,1
"mister,",1
"block,",1
carts,1
overflowing,1
"cop,",1
speak,1
great.,1
"connection,",1
"dealing,",1
whoever's,1
illegally...,1
sold,1
Stuff,1
"deal,",1
here's,1
asking?,1
"Three,",1
there?,1
junk.,1
too.,1
"soon,",1
eye.,1
"Women,""",1
"Wanted,""",1
Slaves,1
CLASSIFIEDS:,1
endless.,1
"""Transvestites...""",1
"Men,""",1
"Women"",",1
blacked,1
swallowed,1
genitalia,1
amateur,1
CLASSIFIEDS;,1
EROTIC,1
callers,1
urging,1
"Sex...""",1
"""ACTRESSES",1
"WANTED,""",1
"""Underground",1
"""SPECIALTY",1
"HEADPHONES,",1
silhouetted.,1
FIGURE,1
"where,",1
NONDESCRIPT,1
bags...,1
ready,1
Cindy?,1
lay,1
"overwhelmed,",1
"Videos.""",1
"""Fetish",1
"BONDAGE,""",1
"""S+M",1
"OFFERED,""",1
cop.,1
Shaft.,1
REVEALING,1
alleyways.,1
pitch,1
cone,1
brink,1
alley,1
filth,1
move,1
ALLEYWAY,1
fence.,1
"city,",1
link,1
deserted,1
CHARACTERS.,1
SHADY,1
buildings...,1
darker,1
"older,",1
dark...,1
"narrow,",1
labyrinth,1
bulbs.,1
shops,1
previous,1
merchandise,1
"""CUSTOMERS""",1
thirty,1
rows.,1
TABLES,1
market.,1
enforcement...,1
Larry.,1
enforcement?,1
affiliated,1
enforcement,1
guarding,1
thick-necked,1
"smaller,",1
bowels,1
Pennsylvania.,1
dump.,1
Tomorrow,1
start?,1
paper),1
scrap,1
(writes,1
"good,",1
Sounds,1
fantasy,1
lower,1
pretend,1
let's,1
"week,",1
Four,1
"doing,",1
thing;,1
PA.,1
"night,",1
eight.,1
"and,",1
"""pops.""",1
"skyscrapers,",1
LA's,1
downtown,1
backdrop,1
Against,1
tonight.,1
education,1
Wake,1
"2:23am,",1
"radio,",1
clock,1
waking,1
racing,1
stead,1
despite,1
"""Asian",1
Anal,1
"""100's",1
last.,1
novel.,1
porno-,1
"25,",1
"MAX,",1
pricing,1
clerk's,1
CLERKS,1
larger,1
customers.,1
blacked-out,1
Fuck-head.,1
exiting...,1
"leave,",1
decides,1
"considers,",1
videos?,1
tattoos,1
"forearms,",1
HIGHLIGHTER,1
MARKER,1
slipping,1
"profusely,",1
"nonchalant,",1
booths,1
"SHOW""",1
shopper.,1
etiquette;,1
porn-shop,1
proper,1
wary,1
inflatable,1
"toys,",1
bin.,1
bargain,1
browses.,1
Just...,1
considering,1
"Specialists,""",1
"me.""",1
rings,1
forty-year-old,1
storefront.,1
"VIDEO""",1
diary's,1
EDGE,1
RAGGED,1
school.,1
act,1
acting,1
elbows,1
forever.,1
forever,1
"Angeles,",1
size,1
staggering,1
pierced,1
"lips,",1
sneak,1
Display,1
obligated,1
"FETISH,""",1
"""BONDAGE",1
"""CUMSHOTS,""",1
"TITS,""",1
"""BIG",1
"""ANAL,""",1
content:,1
identify,1
above,1
signs,1
Handmade,1
browse.,1
XXX,1
shrink-,1
packaging,1
triple-pack,1
"dildos,",1
perverts.,1
be?,1
"union,",1
pornographer's,1
drummed,1
Might,1
shrugs),1
"(smiles,",1
embarrass,1
front...,1
paste,1
tear,1
Capote.,1
Truman,1
"Chameleons.""",1
"""Music",1
highlighting.,1
CUSTOMER,1
publications,1
spread,1
TABLOID...,1
Fisting,1
"""Watersports",1
"MAGAZINE,",1
"it...""",1
Animals,1
"Videos,""",1
Sex,1
"""Amateur",1
Male,1
"""She",1
"Only,""",1
"""Adults",1
ADVERTISEMENTS:,1
HARDCORE,1
Turning,1
worth,1
parts,1
book's,1
battery,1
Yeah...,1
(embarrassed),1
tonight?,1
wallet.,1
twenty-five.,1
"NEWSPAPERS,",1
"tabloid,",1
"RACK,",1
substantial,1
notes,1
highlights,1
Highlighter,1
cap,1
"busy,",1
Behind,1
interest,1
operated-vagina?,1
look),1
Pardon,1
title.,1
Catchy,1
"SECRETARY.""",1
"""ANAL",1
bag.,1
Bookstore.,1
Adult,1
vagina,1
situations,1
everyday,1
sorry,1
thanks.,1
"tempting,",1
selling.,1
suggestive,1
had.,1
